customer_id,age,gender,education,marital_status,income,fashion_category,style_segment,purchase_frequency,avg_order_value,total_spend,last_purchase_date,website_visits,campaign_id,campaign_type,channel,campaign_cost,campaign_response,conversion_status,recency,frequency,monetary,rfm_score,customer_segment,engagement_score,product_category,season,budget,impressions,composite_score
CUST_0106,25,Female,Graduate,Divorced,63244,Western Wear,Seasonal Shopper,1,220.34,220.34,2024-12-09,1,FCMP046,Lookbook,Instagram,8500,1,0,22,1,220.34,2.33,Low,32.64,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0107,46,Female,Post Graduate,Married,68804,Ethnic Wear,Trendsetter,1,1376.91,1376.91,2024-12-19,4,FCMP045,New Arrivals,Influencer Marketing,6800,1,1,12,1,1376.91,2.33,Low,37.64,Accessories,Wedding Season,51843,474351,0.2268313698632377
CUST_0108,27,Female,Graduate,Married,41538,Western Wear,Seasonal Shopper,7,200.0,1400.0,2024-11-19,22,FCMP043,Flash Sale,Google Ads,5200,1,0,42,7,1400.0,3.0,Low,60.03,Accessories,Wedding Season,35306,22869,0.2788986654987028
CUST_0109,22,Female,Post Graduate,Married,65739,Footwear,Seasonal Shopper,2,702.13,1404.26,2024-10-19,8,FCMP019,Lookbook,Instagram,8500,1,0,73,2,1404.26,2.0,Low,41.07,Ethnic Wear,Summer,11546,26295,0.1984464395324873
CUST_0110,54,Male,Post Graduate,Married,69832,Accessories,Seasonal Shopper,10,880.88,8808.8,2024-12-18,36,FCMP046,Flash Sale,Instagram,5200,0,0,13,10,8808.8,4.0,Mid,50.14,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0111,37,Female,High School,Married,31432,Ethnic Wear,Trendsetter,6,348.7,2092.2,2024-12-27,19,FCMP047,Lookbook,Influencer Marketing,8500,1,0,4,6,2092.2,3.33,Low,61.33,Accessories,Festive,30199,132296,0.304960150934867
CUST_0112,26,Female,Graduate,Married,33904,Accessories,Seasonal Shopper,4,200.0,800.0,2024-12-05,19,FCMP024,Lookbook,Instagram,8500,0,0,26,4,800.0,3.0,Low,26.44,Footwear,Wedding Season,7911,442515,0.7300195297855031
CUST_0113,34,Male,Graduate,Single,40673,Footwear,Seasonal Shopper,5,200.0,1000.0,2024-12-11,21,FCMP048,Flash Sale,Facebook Ads,5200,1,1,20,5,1000.0,3.0,Low,59.43,Footwear,Summer,46976,114179,0.0205704556299331
CUST_0114,34,Female,Post Graduate,Married,46796,Ethnic Wear,Trendsetter,3,200.0,600.0,2024-05-03,3,FCMP038,New Arrivals,Facebook Ads,6800,1,1,242,3,600.0,1.33,Low,34.12,Western Wear,Summer,44384,481713,0.5599023198009292
CUST_0115,23,Female,Graduate,Single,50098,Winter Wear,Essentials Buyer,1,200.0,200.0,2024-12-26,1,FCMP031,New Arrivals,Email,6800,1,0,5,1,200.0,2.33,Low,36.33,Footwear,Summer,28078,199426,0.5247961561741474
CUST_0116,42,Female,Graduate,Married,46147,Winter Wear,Essentials Buyer,9,394.43,3549.87,2024-12-24,36,FCMP013,Lookbook,Facebook Ads,8500,1,1,7,9,3549.87,3.67,Low,81.75,Winter Wear,Regular,56663,400002,0.4463495100494757
CUST_0117,25,Male,PhD,Married,78474,Ethnic Wear,Essentials Buyer,2,744.62,1489.24,2024-11-23,3,FCMP010,Lookbook,Facebook Ads,8500,1,0,38,2,1489.24,2.33,Low,34.77,Footwear,Festive,47107,485910,0.3909447397565234
CUST_0118,51,Female,Post Graduate,Married,72963,Western Wear,Essentials Buyer,7,322.48,2257.36,2024-12-08,20,FCMP039,Flash Sale,Instagram,5200,1,1,23,7,2257.36,3.33,Low,57.92,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0119,38,Other,Graduate,Married,45973,Accessories,Luxury Seeker,3,1549.1,4647.3,2024-12-23,11,FCMP004,New Arrivals,Facebook Ads,6800,0,0,8,3,4647.3,2.67,Low,18.0,Western Wear,Summer,39698,385871,0.4079902044032516
CUST_0120,31,Female,Graduate,Single,36481,Accessories,Seasonal Shopper,14,200.0,2800.0,2024-11-30,39,FCMP035,Flash Sale,Email,5200,1,0,31,14,2800.0,3.33,Low,82.94,Footwear,Winter,6802,233090,0.4209594906234262
CUST_0121,32,Male,Graduate,Single,43131,Ethnic Wear,Essentials Buyer,3,370.01,1110.03,2024-06-29,7,FCMP038,New Arrivals,Facebook Ads,6800,1,1,185,3,1110.03,1.33,Low,39.49,Western Wear,Summer,44384,481713,0.5599023198009292
CUST_0122,25,Female,Post Graduate,Married,58442,Ethnic Wear,Luxury Seeker,7,648.63,4540.41,2024-11-17,24,FCMP013,Flash Sale,Facebook Ads,5200,1,1,44,7,4540.41,3.0,Low,62.67,Winter Wear,Regular,56663,400002,0.4463495100494757
CUST_0123,19,Female,Graduate,Married,43179,Western Wear,Trendsetter,2,580.52,1161.04,2024-10-22,1,FCMP047,Lookbook,Influencer Marketing,8500,0,0,70,2,1161.04,2.0,Low,1.76,Accessories,Festive,30199,132296,0.304960150934867
CUST_0124,23,Female,Graduate,Married,44749,Footwear,Seasonal Shopper,1,776.23,776.23,2024-10-18,1,FCMP019,Lookbook,Instagram,8500,0,0,74,1,776.23,1.67,Low,1.73,Ethnic Wear,Summer,11546,26295,0.1984464395324873
CUST_0125,25,Female,Post Graduate,Married,77166,Footwear,Seasonal Shopper,11,1156.96,12726.56,2024-10-14,30,FCMP025,New Arrivals,Instagram,6800,0,0,78,11,12726.56,3.67,Mid,40.38,Ethnic Wear,Wedding Season,6734,163946,0.4475215460051547
CUST_0126,26,Female,Graduate,Single,46364,Western Wear,Seasonal Shopper,5,354.6,1773.0,2024-12-28,15,FCMP006,Lookbook,Influencer Marketing,8500,0,0,3,5,1773.0,3.0,Low,27.5,Winter Wear,Summer,20087,303076,0.6793064591208474
CUST_0127,23,Female,Post Graduate,Married,49463,Western Wear,Seasonal Shopper,3,1036.28,3108.84,2024-12-28,9,FCMP002,Flash Sale,Facebook Ads,5200,1,1,3,3,3108.84,2.67,Low,49.5,Ethnic Wear,Summer,5197,153121,0.6932533769212101
CUST_0128,40,Other,Graduate,Single,38869,Accessories,Trendsetter,2,521.82,1043.64,2024-08-09,5,FCMP005,New Arrivals,Facebook Ads,6800,1,0,144,2,1043.64,1.33,Low,36.87,Ethnic Wear,Festive,49542,395037,0.4103699687504942
CUST_0129,45,Female,Post Graduate,Married,86051,Ethnic Wear,Trendsetter,1,1434.38,1434.38,2024-12-27,1,FCMP039,New Arrivals,Instagram,6800,1,1,4,1,1434.38,2.33,Low,37.33,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0130,34,Male,Post Graduate,Married,63053,Western Wear,Essentials Buyer,2,575.63,1151.26,2024-10-08,7,FCMP031,Lookbook,Email,8500,0,0,84,2,1151.26,2.0,Low,9.69,Footwear,Summer,28078,199426,0.5247961561741474
CUST_0131,20,Male,High School,Single,29180,Accessories,Luxury Seeker,12,790.16,9481.92,2024-10-16,33,FCMP049,New Arrivals,Influencer Marketing,6800,1,1,76,12,9481.92,3.33,Mid,74.39,Western Wear,Regular,21371,110272,0.5575867501743133
CUST_0132,45,Female,Post Graduate,Married,59200,Winter Wear,Seasonal Shopper,5,770.82,3854.1,2024-10-28,18,FCMP046,New Arrivals,Instagram,6800,1,0,64,5,3854.1,2.33,Low,54.46,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0133,36,Female,Graduate,Single,47767,Footwear,Essentials Buyer,2,647.61,1295.22,2024-11-19,8,FCMP046,Flash Sale,Instagram,5200,0,0,42,2,1295.22,2.33,Low,11.36,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0134,18,Female,High School,Single,22424,Footwear,Luxury Seeker,2,1175.14,2350.28,2024-09-25,4,FCMP045,New Arrivals,Influencer Marketing,6800,1,0,97,2,2350.28,1.67,Low,35.64,Accessories,Wedding Season,51843,474351,0.2268313698632377
CUST_0135,28,Male,Graduate,Married,41664,Ethnic Wear,Seasonal Shopper,6,362.08,2172.48,2024-11-07,16,FCMP048,Flash Sale,Facebook Ads,5200,0,0,54,6,2172.48,3.0,Low,21.88,Footwear,Summer,46976,114179,0.0205704556299331
CUST_0136,23,Female,Post Graduate,Married,69514,Western Wear,Essentials Buyer,7,200.0,1400.0,2024-12-24,24,FCMP040,New Arrivals,Influencer Marketing,6800,0,0,7,7,1400.0,3.33,Low,35.75,Winter Wear,Festive,52254,303501,0.4282224152130804
CUST_0137,38,Female,Graduate,Single,52145,Footwear,Essentials Buyer,7,284.85,1993.95,2024-10-10,17,FCMP008,New Arrivals,Email,6800,0,0,82,7,1993.95,2.67,Low,23.03,Accessories,Regular,30184,311999,0.4402188990449158
CUST_0138,35,Male,High School,Married,28245,Western Wear,Essentials Buyer,2,200.0,400.0,2024-08-26,6,FCMP030,Flash Sale,Google Ads,5200,0,0,127,2,400.0,1.33,Low,8.23,Winter Wear,Summer,10759,474483,0.2093750615108645
CUST_0139,19,Female,Graduate,Divorced,22269,Western Wear,Trendsetter,1,336.39,336.39,2024-12-06,10,FCMP006,Lookbook,Influencer Marketing,8500,1,1,25,1,336.39,2.33,Low,44.49,Winter Wear,Summer,20087,303076,0.6793064591208474
CUST_0140,29,Male,Post Graduate,Married,53308,Western Wear,Trendsetter,1,441.05,441.05,2024-12-19,1,FCMP005,Flash Sale,Facebook Ads,5200,1,1,12,1,441.05,2.33,Low,33.64,Ethnic Wear,Festive,49542,395037,0.4103699687504942
CUST_0141,45,Female,High School,Married,26633,Ethnic Wear,Trendsetter,10,456.13,4561.3,2024-12-08,25,FCMP036,New Arrivals,Facebook Ads,6800,1,1,23,10,4561.3,3.67,Low,64.58,Footwear,Wedding Season,13155,153272,0.2002272403232158
CUST_0142,22,Female,Post Graduate,Single,66615,Western Wear,Seasonal Shopper,2,1037.15,2074.3,2024-12-22,1,FCMP006,Lookbook,Influencer Marketing,8500,1,0,9,2,2074.3,2.67,Low,34.33,Winter Wear,Summer,20087,303076,0.6793064591208474
CUST_0143,24,Female,High School,Single,26411,Ethnic Wear,Trendsetter,5,561.79,2808.95,2024-12-20,15,FCMP026,Flash Sale,Email,5200,1,0,11,5,2808.95,3.0,Low,52.5,Accessories,Winter,23227,398480,0.3004566295771733
CUST_0144,19,Female,Post Graduate,Married,71453,Western Wear,Luxury Seeker,8,1364.03,10912.24,2024-12-08,32,FCMP021,Lookbook,Influencer Marketing,8500,1,1,23,8,10912.24,4.33,Mid,73.92,Western Wear,Summer,35206,408215,0.2796826413040631
CUST_0145,29,Female,PhD,Married,69971,Ethnic Wear,Trendsetter,2,898.45,1796.9,2024-10-29,2,FCMP049,Flash Sale,Influencer Marketing,5200,1,1,63,2,1796.9,2.0,Low,33.14,Western Wear,Regular,21371,110272,0.5575867501743133
CUST_0146,27,Female,PhD,Married,71837,Winter Wear,Essentials Buyer,1,492.81,492.81,2024-09-15,1,FCMP034,Lookbook,Instagram,8500,1,0,107,1,492.81,1.33,Low,31.61,Winter Wear,Winter,42504,320504,0.6507146195191259
CUST_0147,18,Female,High School,Married,22771,Footwear,Trendsetter,3,722.92,2168.76,2024-11-23,6,FCMP007,Lookbook,Email,8500,1,0,38,3,2168.76,2.33,Low,38.77,Footwear,Wedding Season,27671,137796,0.5487960916598252
CUST_0148,32,Male,Graduate,Married,52750,Accessories,Seasonal Shopper,8,463.48,3707.84,2024-06-30,25,FCMP009,Lookbook,Email,8500,0,1,184,8,3707.84,2.33,Low,33.5,Footwear,Summer,32848,212506,0.5342013999162889
CUST_0149,39,Female,Graduate,Married,49598,Accessories,Trendsetter,9,783.42,7050.78,2024-07-31,32,FCMP046,New Arrivals,Instagram,6800,1,1,153,9,7050.78,2.67,Low,72.86,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0150,35,Female,High School,Single,24107,Footwear,Luxury Seeker,1,200.0,200.0,2024-10-05,5,FCMP014,Flash Sale,Influencer Marketing,5200,0,0,87,1,200.0,1.67,Low,7.01,Footwear,Summer,20708,193714,0.6382908202702389
CUST_0151,43,Female,Graduate,Single,44043,Ethnic Wear,Essentials Buyer,9,200.0,1800.0,2024-12-26,27,FCMP002,Flash Sale,Facebook Ads,5200,1,1,5,9,1800.0,3.67,Low,71.0,Ethnic Wear,Summer,5197,153121,0.6932533769212101
CUST_0152,26,Male,Post Graduate,Married,41252,Footwear,Essentials Buyer,7,200.0,1400.0,2024-12-30,23,FCMP025,Lookbook,Instagram,8500,0,0,1,7,1400.0,3.33,Low,45.67,Ethnic Wear,Wedding Season,6734,163946,0.4475215460051547
CUST_0153,28,Female,Post Graduate,Single,71133,Footwear,Essentials Buyer,3,200.0,600.0,2024-12-30,6,FCMP039,Lookbook,Instagram,8500,1,0,1,3,600.0,2.67,Low,53.0,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0154,38,Female,High School,Divorced,25005,Accessories,Luxury Seeker,5,200.0,1000.0,2024-12-05,15,FCMP008,Flash Sale,Email,5200,1,1,26,5,1000.0,3.0,Low,51.11,Accessories,Regular,30184,311999,0.4402188990449158
CUST_0155,43,Male,Graduate,Single,41944,Western Wear,Luxury Seeker,2,731.9,1463.8,2024-09-14,9,FCMP002,Flash Sale,Facebook Ads,5200,0,0,108,2,1463.8,1.67,Low,12.28,Ethnic Wear,Summer,5197,153121,0.6932533769212101
CUST_0156,41,Other,Graduate,Married,61660,Ethnic Wear,Luxury Seeker,1,1478.77,1478.77,2024-12-27,10,FCMP039,Flash Sale,Instagram,5200,1,1,4,1,1478.77,2.33,Low,49.33,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0157,38,Male,Graduate,Single,37824,Western Wear,Luxury Seeker,5,1177.99,5889.95,2024-12-22,15,FCMP020,New Arrivals,Google Ads,6800,1,0,9,5,5889.95,3.33,Low,53.0,Western Wear,Wedding Season,39754,403029,0.3750506318914162
CUST_0158,18,Male,Post Graduate,Married,59198,Western Wear,Trendsetter,8,552.55,4420.4,2024-12-27,24,FCMP023,Lookbook,Google Ads,8500,1,0,4,8,4420.4,3.67,Low,68.0,Winter Wear,Winter,16411,294327,0.329960533603584
CUST_0159,27,Male,Post Graduate,Married,67820,Footwear,Seasonal Shopper,1,1305.32,1305.32,2024-11-16,1,FCMP019,New Arrivals,Instagram,6800,0,0,45,1,1305.32,2.0,Low,1.99,Ethnic Wear,Summer,11546,26295,0.1984464395324873
CUST_0160,51,Female,PhD,Married,79403,Footwear,Seasonal Shopper,5,815.34,4076.7,2024-12-11,14,FCMP030,Flash Sale,Google Ads,5200,1,1,20,5,4076.7,3.0,Low,50.1,Winter Wear,Summer,10759,474483,0.2093750615108645
CUST_0161,19,Male,Graduate,Single,44326,Western Wear,Seasonal Shopper,1,912.51,912.51,2024-11-23,1,FCMP047,Flash Sale,Influencer Marketing,5200,0,1,38,1,912.51,2.0,Low,2.1,Accessories,Festive,30199,132296,0.304960150934867
CUST_0162,26,Male,Post Graduate,Married,74988,Winter Wear,Seasonal Shopper,9,1570.35,14133.15,2024-05-23,26,FCMP007,Lookbook,Email,8500,0,0,222,9,14133.15,3.0,Mid,34.8,Footwear,Wedding Season,27671,137796,0.5487960916598252
CUST_0163,37,Female,Post Graduate,Single,69074,Footwear,Seasonal Shopper,7,803.95,5627.65,2024-11-09,18,FCMP003,Flash Sale,Email,5200,0,0,52,7,5627.65,3.33,Low,24.57,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0164,33,Female,Graduate,Divorced,38369,Western Wear,Trendsetter,2,666.02,1332.04,2024-11-10,7,FCMP026,Flash Sale,Email,5200,0,0,51,2,1332.04,2.33,Low,9.91,Accessories,Winter,23227,398480,0.3004566295771733
CUST_0165,29,Female,Graduate,Married,42429,Ethnic Wear,Trendsetter,4,200.0,800.0,2024-12-02,9,FCMP046,Lookbook,Instagram,8500,1,0,29,4,800.0,3.0,Low,43.0,Accessories,Festive,36065,332252,0.3901301913549269
CUST_0166,30,Female,Post Graduate,Single,47625,Ethnic Wear,Essentials Buyer,3,200.0,600.0,2024-12-15,12,FCMP048,Flash Sale,Facebook Ads,5200,0,0,16,3,600.0,2.67,Low,17.76,Footwear,Summer,46976,114179,0.0205704556299331
CUST_0167,51,Female,Post Graduate,Single,48871,Western Wear,Seasonal Shopper,2,1162.07,2324.14,2024-11-09,9,FCMP006,New Arrivals,Influencer Marketing,6800,0,0,52,2,2324.14,2.33,Low,12.57,Winter Wear,Summer,20087,303076,0.6793064591208474
CUST_0168,30,Female,Graduate,Single,48487,Ethnic Wear,Seasonal Shopper,1,200.0,200.0,2024-11-11,1,FCMP034,Lookbook,Instagram,8500,0,0,50,1,200.0,2.0,Low,1.92,Winter Wear,Winter,42504,320504,0.6507146195191259
CUST_0169,23,Female,High School,Divorced,28714,Ethnic Wear,Trendsetter,3,407.09,1221.27,2024-12-30,10,FCMP019,Flash Sale,Instagram,5200,0,0,1,3,1221.27,2.67,Low,28.33,Ethnic Wear,Summer,11546,26295,0.1984464395324873
CUST_0170,24,Female,Graduate,Single,41406,Western Wear,Trendsetter,13,924.72,12021.36,2024-11-20,37,FCMP003,Lookbook,Email,8500,0,0,41,13,12021.36,4.0,Mid,50.05,Accessories,Summer,28509,182688,0.5087543712573461
CUST_0171,18,Other,Graduate,Married,32961,Ethnic Wear,Seasonal Shopper,4,200.0,800.0,2024-10-10,9,FCMP001,New Arrivals,Google Ads,6800,1,1,82,4,800.0,2.33,Low,42.36,Accessories,Summer,45545,393616,0.4191338416862005
CUST_0172,30,Male,Graduate,Divorced,41176,Winter Wear,Seasonal Shopper,4,375.96,1503.84,2024-11-17,7,FCMP024,New Arrivals,Instagram,6800,1,0,44,4,1503.84,2.67,Low,40.0,Footwear,Wedding Season,7911,442515,0.7300195297855031
CUST_0173,22,Female,Post Graduate,Married,50947,Ethnic Wear,Trendsetter,8,1004.28,8034.24,2024-12-25,25,FCMP037,New Arrivals,Email,6800,0,0,6,8,8034.24,4.0,Mid,37.62,Accessories,Regular,13120,263548,0.4068232667186156
CUST_0174,28,Female,Post Graduate,Single,68277,Footwear,Trendsetter,14,1072.63,15016.82,2024-12-27,44,FCMP025,Flash Sale,Instagram,5200,1,1,4,14,15016.82,4.67,Mid,94.67,Ethnic Wear,Wedding Season,6734,163946,0.4475215460051547
CUST_0175,37,Male,Graduate,Married,39125,Western Wear,Seasonal Shopper,6,379.91,2279.46,2024-12-05,21,FCMP035,New Arrivals,Email,6800,0,0,26,6,2279.46,3.33,Low,29.11,Footwear,Winter,6802,233090,0.4209594906234262
CUST_0176,30,Other,Post Graduate,Married,63230,Winter Wear,Seasonal Shopper,2,241.97,483.94,2024-12-30,2,FCMP019,New Arrivals,Instagram,6800,1,0,1,2,483.94,2.67,Low,47.67,Ethnic Wear,Summer,11546,26295,0.1984464395324873
CUST_0177,49,Male,Post Graduate,Married,62175,Ethnic Wear,Essentials Buyer,5,236.35,1181.75,2024-11-02,19,FCMP032,Flash Sale,Google Ads,5200,0,1,59,5,1181.75,2.67,Low,25.83,Winter Wear,Festive,40153,408207,0.5502117726264755
CUST_0178,40,Other,Graduate,Single,49155,Western Wear,Seasonal Shopper,5,603.11,3015.55,2024-11-07,15,FCMP014,New Arrivals,Influencer Marketing,6800,1,0,54,5,3015.55,2.67,Low,50.55,Footwear,Summer,20708,193714,0.6382908202702389
CUST_0179,18,Male,High School,Single,19771,Winter Wear,Essentials Buyer,4,200.0,800.0,2024-10-09,13,FCMP005,Flash Sale,Facebook Ads,5200,1,1,83,4,800.0,2.33,Low,47.69,Ethnic Wear,Festive,49542,395037,0.4103699687504942
CUST_0180,23,Female,Graduate,Married,38816,Winter Wear,Trendsetter,2,629.35,1258.7,2024-10-09,4,FCMP034,Lookbook,Instagram,8500,0,0,83,2,1258.7,2.0,Low,5.69,Winter Wear,Winter,42504,320504,0.6507146195191259
CUST_0181,44,Female,High School,Divorced,21403,Accessories,Seasonal Shopper,7,1052.02,7364.14,2024-11-28,24,FCMP021,Flash Sale,Influencer Marketing,5200,0,0,33,7,7364.14,3.33,Low,32.88,Western Wear,Summer,35206,408215,0.2796826413040631
CUST_0182,41,Female,High School,Married,41908,Western Wear,Seasonal Shopper,1,200.0,200.0,2024-12-08,6,FCMP039,Lookbook,Instagram,8500,1,0,23,1,200.0,2.33,Low,39.25,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0183,40,Male,High School,Married,22794,Ethnic Wear,Seasonal Shopper,12,200.0,2400.0,2024-11-24,36,FCMP036,Flash Sale,Facebook Ads,5200,1,0,37,12,2400.0,3.33,Low,78.79,Footwear,Wedding Season,13155,153272,0.2002272403232158
CUST_0184,39,Female,Graduate,Divorced,43887,Footwear,Trendsetter,1,979.87,979.87,2024-10-09,3,FCMP018,New Arrivals,Facebook Ads,6800,1,1,83,1,979.87,1.67,Low,34.36,Footwear,Festive,52011,24499,0.2463998366949203
CUST_0185,33,Female,Post Graduate,Divorced,65799,Winter Wear,Seasonal Shopper,1,956.94,956.94,2024-12-29,7,FCMP014,Lookbook,Influencer Marketing,8500,1,1,2,1,956.94,2.33,Low,49.33,Footwear,Summer,20708,193714,0.6382908202702389
CUST_0186,23,Female,Graduate,Married,44501,Footwear,Trendsetter,6,1188.26,7129.56,2024-10-07,16,FCMP043,Lookbook,Google Ads,8500,0,0,85,6,7129.56,3.0,Low,21.68,Accessories,Wedding Season,35306,22869,0.2788986654987028
CUST_0187,38,Female,Graduate,Single,36317,Footwear,Essentials Buyer,2,200.0,400.0,2024-11-05,12,FCMP010,Flash Sale,Facebook Ads,5200,0,0,56,2,400.0,2.33,Low,16.53,Footwear,Festive,47107,485910,0.3909447397565234
CUST_0188,41,Male,Post Graduate,Married,71051,Western Wear,Essentials Buyer,2,582.16,1164.32,2024-12-30,6,FCMP012,New Arrivals,Email,6800,1,0,1,2,1164.32,2.67,Low,53.0,Footwear,Summer,49357,289544,0.6105954724263182
CUST_0189,31,Female,PhD,Married,78119,Accessories,Essentials Buyer,3,216.11,648.33,2024-12-25,6,FCMP031,New Arrivals,Email,6800,1,1,6,3,648.33,2.67,Low,42.29,Footwear,Summer,28078,199426,0.5247961561741474
CUST_0190,21,Female,Graduate,Single,41207,Ethnic Wear,Essentials Buyer,3,200.0,600.0,2024-12-31,3,FCMP025,New Arrivals,Instagram,6800,0,0,0,3,600.0,2.67,Low,34.0,Ethnic Wear,Wedding Season,6734,163946,0.4475215460051547
CUST_0191,36,Female,Post Graduate,Married,87740,Western Wear,Seasonal Shopper,2,906.29,1812.58,2024-10-31,1,FCMP034,New Arrivals,Instagram,6800,0,0,61,2,1812.58,2.0,Low,1.82,Winter Wear,Winter,42504,320504,0.6507146195191259
CUST_0192,33,Other,Post Graduate,Married,46353,Western Wear,Essentials Buyer,1,641.08,641.08,2024-09-21,8,FCMP038,Lookbook,Facebook Ads,8500,0,0,101,1,641.08,1.33,Low,10.96,Western Wear,Summer,44384,481713,0.5599023198009292
CUST_0193,36,Male,Graduate,Married,54235,Footwear,Essentials Buyer,12,887.77,10653.24,2024-11-27,32,FCMP018,New Arrivals,Facebook Ads,6800,0,1,34,12,10653.24,4.0,Mid,43.52,Footwear,Festive,52011,24499,0.2463998366949203
CUST_0194,22,Male,PhD,Married,79700,Western Wear,Luxury Seeker,14,1983.38,27767.32,2024-10-28,42,FCMP009,Flash Sale,Email,5200,1,1,64,14,27767.32,4.33,High,86.46,Footwear,Summer,32848,212506,0.5342013999162889
CUST_0195,30,Male,Graduate,Single,35019,Ethnic Wear,Trendsetter,22,200.0,4400.0,2024-11-13,68,FCMP028,Lookbook,Influencer Marketing,8500,1,0,48,22,4400.0,3.33,Low,100.0,Accessories,Summer,24360,287683,0.595027924205977
CUST_0196,18,Other,Graduate,Married,48743,Footwear,Essentials Buyer,16,570.43,9126.88,2024-09-15,45,FCMP045,Flash Sale,Influencer Marketing,5200,0,0,107,16,9126.88,3.0,Mid,60.28,Accessories,Wedding Season,51843,474351,0.2268313698632377
CUST_0197,31,Other,Post Graduate,Married,69701,Western Wear,Trendsetter,5,704.76,3523.8,2024-11-24,16,FCMP001,Flash Sale,Google Ads,5200,0,0,37,5,3523.8,2.67,Low,22.12,Accessories,Summer,45545,393616,0.4191338416862005
CUST_0198,27,Female,Graduate,Married,55284,Footwear,Trendsetter,2,1050.26,2100.52,2024-12-27,8,FCMP022,Lookbook,Facebook Ads,8500,1,1,4,2,2100.52,2.67,Low,46.67,Accessories,Summer,46106,341184,0.3285125209656627
CUST_0199,31,Female,Graduate,Married,49981,Ethnic Wear,Seasonal Shopper,6,200.0,1200.0,2024-10-23,22,FCMP005,Lookbook,Facebook Ads,8500,0,0,69,6,1200.0,2.67,Low,29.76,Ethnic Wear,Festive,49542,395037,0.4103699687504942
CUST_0200,25,Female,Post Graduate,Single,58006,Footwear,Essentials Buyer,6,594.21,3565.26,2024-12-20,14,FCMP020,Lookbook,Google Ads,8500,0,0,11,6,3565.26,3.33,Low,21.17,Western Wear,Wedding Season,39754,403029,0.3750506318914162
CUST_0201,40,Female,High School,Married,25613,Footwear,Luxury Seeker,3,502.22,1506.66,2024-12-01,15,FCMP031,Lookbook,Email,8500,0,0,30,3,1506.66,2.33,Low,20.97,Footwear,Summer,28078,199426,0.5247961561741474
CUST_0202,28,Female,High School,Single,30237,Ethnic Wear,Seasonal Shopper,3,501.26,1503.78,2024-12-13,10,FCMP019,Flash Sale,Instagram,5200,0,0,18,3,1503.78,2.67,Low,14.91,Ethnic Wear,Summer,11546,26295,0.1984464395324873
CUST_0203,18,Female,High School,Single,34288,Western Wear,Trendsetter,1,810.99,810.99,2024-12-29,1,FCMP024,Flash Sale,Instagram,5200,1,1,2,1,810.99,2.33,Low,41.33,Footwear,Wedding Season,7911,442515,0.7300195297855031
CUST_0204,40,Male,High School,Single,27180,Ethnic Wear,Trendsetter,5,690.53,3452.65,2024-12-07,16,FCMP048,Flash Sale,Facebook Ads,5200,0,0,24,5,3452.65,3.0,Low,22.53,Footwear,Summer,46976,114179,0.0205704556299331
CUST_0205,26,Male,Graduate,Divorced,41952,Ethnic Wear,Luxury Seeker,6,1490.06,8940.36,2024-11-13,11,FCMP009,New Arrivals,Email,6800,1,0,48,6,8940.36,3.33,Mid,45.28,Footwear,Summer,32848,212506,0.5342013999162889
CUST_0206,33,Male,Graduate,Married,30831,Winter Wear,Seasonal Shopper,4,753.75,3015.0,2024-10-28,8,FCMP039,Flash Sale,Instagram,5200,0,0,64,4,3015.0,2.33,Low,11.13,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0207,31,Male,High School,Single,30261,Western Wear,Essentials Buyer,1,200.0,200.0,2024-12-29,2,FCMP042,Lookbook,Instagram,8500,1,1,2,1,200.0,2.33,Low,42.67,Winter Wear,Regular,25445,97505,0.5094334451140538
CUST_0208,35,Other,Post Graduate,Married,74113,Accessories,Seasonal Shopper,3,200.0,600.0,2024-09-16,9,FCMP043,Lookbook,Google Ads,8500,1,0,106,3,600.0,1.67,Low,42.28,Accessories,Wedding Season,35306,22869,0.2788986654987028
CUST_0209,18,Male,Post Graduate,Married,60822,Western Wear,Seasonal Shopper,4,200.0,800.0,2024-12-02,9,FCMP039,Lookbook,Instagram,8500,0,0,29,4,800.0,3.0,Low,13.0,Western Wear,Summer,52025,198047,0.3942847492055126
CUST_0210,35,Other,Post Graduate,Married,61455,Accessories,Seasonal Shopper,9,1087.69,9789.21,2024-12-19,29,FCMP034,New Arrivals,Instagram,6800,1,0,12,9,9789.21,4.0,Mid,70.97,Winter Wear,Winter,42504,320504,0.6507146195191259
CUST_0211,32,Female,Graduate,Single,39817,Accessories,Seasonal Shopper,11,833.65,9170.15,2024-11-20,32,FCMP037,New Arrivals,Email,6800,1,1,41,11,9170.15,3.67,Mid,73.38,Accessories,Regular,13120,263548,0.4068232667186156
